Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Tiene usted título de fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingenieria?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,Tipo de relación laboral,¿Tiene titulo universitario o técnico?,¿Estudío alguna carrera de PREgrado relacionada a ingeniería de sistemas?,¿Estudío alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,¿Cuanto es su salario ANUAL?,¿Cuanto era el salario ANUAL de su trabajo anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,"Si tiene acciones (opciones) en la empresa, que porcentaje de participación tiene",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿Cuantos años tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantos hijos tiene?,¿En que ciudad de Colombia vive?
1/13/2016 6:59:39,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,ningúno,no,no,no,bachiller,pesos,"$82,800,000.00","$36,000,000.00",mi empleador,mi empleador,no tengo,si,30000000,si,28,el,avanzado,no,0,Medellin
1/13/2016 7:01:46,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,80 - 90%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Ruby,empleado,universitario,si,no,si,pregrado,dolares,"$85,000.00","$61,000.00",yo,no tengo,0.5 - 1%,si,10000,no,26,el,avanzado,no,0,Envigado
1/13/2016 7:11:36,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,30 - 40%,10 - 20%,2 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$52,800,000.00","$42,000,000.00",mi empleador,mi empleador,no tengo,si,4000000,no,31,el,básico,no,1,Medellin
1/13/2016 7:12:04,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$16,800,000.00","$12,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,21,el,intermedio,no,0,Medellin
1/13/2016 7:13:39,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,contratista,universitario,si,no,si,pregrado,dolares,"$36,000.00","$18,000.00",yo,yo,no tengo,no,5000,si,28,el,intermedio,no,0,Bogotá
1/13/2016 7:21:51,empresa extranjera,otro,5 - 10,no,90 - 100%,10 - 20%,10 - 20%,40 - 50%,2 años,5 - 10 años,PHP,empleado,universitario,si,si,si,maestria,pesos,"$36,000,000.00","$21,600,000.00",mi empleador,mi empleador,no tengo,no,0,no,27,ella,nativo,no,0,Medellin
1/13/2016 7:23:19,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,10 - 20%,10 - 20%,10 - 20%,menos de 1 año,5 - 10 años,PHP,empleado,universitario,si,si,no,maestria,pesos,$0.00,$0.00,mi empleador,mi empleador,no tengo,no,0,si,27,el,básico,no,1,Envigado
1/13/2016 7:28:11,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,PHP,empleado,ningúno,si,no,si,pregrado,pesos,"$26,650,000.00","$24,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,32,el,intermedio,no,0,Armenia
1/13/2016 7:31:31,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,0 - 10%,menos de 1 año,5 - 10 años,PHP,empleado,ningúno,si,no,si,bachiller,pesos,"$45,600,000.00","$113,400,000.00",mi empleador,mi empleador,no tengo,si,5000000,no,27,el,avanzado,no,0,Medellin
1/13/2016 7:33:15,empresa Colombiana con mercado global,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,20 - 30%,20 - 30%,20 - 30%,20 - 30%,10 - 15 años,10 - 15 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$46,800,000.00","$46,800,000.00",mi empleador,mi empleador,no tengo,no,0,no,33,el,avanzado,no,0,Manizales
1/13/2016 7:36:50,empresa Colombiana con mercado Colombiano,otro,más de 10,no,90 - 100%,90 - 100%,30 - 40%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,contratista,universitario,si,no,si,pregrado,pesos,"$2,300,000.00","$2,300,000.00",yo,yo,no tengo,si,1000000,no,26,el,intermedio,no,0,Bucaramanga
1/13/2016 7:46:08,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,20 - 30%,20 - 30%,20 - 30%,20 - 30%,3 - 5 años,10 - 15 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$12,000,000.00","$48,000,000.00",mi empleador,mi empleador,10 - 20%,no,0,no,35,el,avanzado,no,0,Bogota
1/13/2016 7:46:29,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Swift,empleado,ningúno,no,no,no,bachiller,pesos,"$39,000,000.00","$32,500,000.00",mi empleador,mi empleador,no tengo,no,7000000,si,33,el,avanzado,no,2,Bogota
1/13/2016 7:46:50,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Java,empleado,universitario,si,si,si,maestria,pesos,"$150,000,000.00","$95,000,000.00",mi empleador,mi empleador,no tengo,no,24000000,si,34,el,intermedio,no,0,Bogotá
1/13/2016 7:49:11,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,90 - 100%,20 - 30%,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Ruby,contratista,universitario,si,no,si,pregrado,dolares,"$96,000.00","$20,000.00",yo,yo,no tengo,no,0,si,28,el,nativo,no,0,Sabaneta
1/13/2016 7:50:26,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$46,800,000.00","$14,300,000.00",mi empleador,mi empleador,no tengo,si,2000000,si,24,el,básico,no,0,Medellín
1/13/2016 7:50:43,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,60 - 70%,20 - 30%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,PL/SQL,empleado,universitario,si,no,si,pregrado,pesos,"$42,280,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,si,900000,no,32,ella,intermedio,no,0,Cali
1/13/2016 7:55:52,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,90 - 100%,10 - 20%,30 - 40%,no tengo responsabilidades gerenciales,3 - 5 años,10 - 15 años,Python,contratista,universitario,si,no,si,pregrado,dolares,"$48,000.00","$36,000.00",yo,no tengo,mas de 20%,no,0,no,29,el,avanzado,no,0,Cali
1/13/2016 7:56:08,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,10 - 20%,0 - 10%,0 - 10%,2 años,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$44,200,000.00","$1,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,33,el,básico,no,0,Bogota
1/13/2016 7:58:34,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$70,840,000.00","$54,600,000.00",mi empleador,mi empleador,no tengo,no,0,si,27,el,intermedio,no,0,Medellín
1/13/2016 8:01:52,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Ruby,empleado,técnico,si,no,si,pregrado,pesos,"$1,500,000.00",$0.00,mi empleador,mi empleador,no tengo,si,1000000,no,24,el,intermedio,no,0,Medellón
1/13/2016 8:07:16,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,empleado,universitario,si,no,si,bachiller,pesos,"$40,000,000.00","$20,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,26,el,básico,no,1,Medellin
1/13/2016 8:09:55,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$35,220,000.00","$21,600,000.00",yo,yo,no tengo,no,3500000,no,29,el,intermedio,Afrocolombiano o Afrodescendiente,0,Medellín
1/13/2016 8:11:23,empresa Colombiana con mercado Colombiano,otro,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Java,contratista,universitario,si,si,si,maestria,pesos,"$66,000,000.00","$30,000,000.00",yo,yo,no tengo,no,0,si,26,ella,intermedio,no,0,Bogotá 
1/13/2016 8:15:23,empresa Colombiana con mercado EEUU,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,10 - 15 años,Ruby,empleado,ningúno,si,no,si,bachiller,pesos,"$54,600,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,34,el,avanzado,no,0,Cali
1/13/2016 8:19:12,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,0 - 10%,20 - 30%,0 - 10%,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,no,no,no,pregrado,pesos,"$110,400,000.00","$108,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,34,el,avanzado,no,0,Bogota
1/13/2016 8:23:30,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,20 - 30%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,10 - 15 años,Java,empleado,universitario,si,si,si,maestria,pesos,"$3,000,000.00","$23,400,000.00",mi empleador,mi empleador,no tengo,no,0,no,31,ella,intermedio,no,0,Medellín
1/13/2016 8:25:22,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,1,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,1 año,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$42,200,000.00","$22,150,000.00",yo,mi empleador,no tengo,no,0,si,22,el,avanzado,no,0,Medellín
1/13/2016 8:26:10,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,20 - 30%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,HTML/CSS,contratista,técnico,si,no,no,ninguno,pesos,"$30,000,000.00","$30,000,000.00",yo,no tengo,no tengo,si,6000000,no,25,el,intermedio,no,1,Bogotá
1/13/2016 8:26:21,empresa Colombiana con mercado global,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,si,60 - 70%,0 - 10%,10 - 20%,0 - 10%,2 años,5 - 10 años,Python,empleado,universitario,si,si,si,pregrado,pesos,"$90,000,000.00","$40,000,000.00",yo,yo,mas de 20%,si,10000000,si,30,el,intermedio,no,2,Medellín
1/13/2016 8:26:52,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Java,empleado,universitario,si,si,si,maestria,pesos,"$27,000,000.00",$0.00,mi empleador,mi empleador,no tengo,no,0,no,25,el,básico,no,0,Bucaramanga
1/13/2016 8:27:08,empresa Colombiana con mercado latinoamericano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,no,10 - 20%,60 - 70%,10 - 20%,10 - 20%,3 - 5 años,más de 15 años,C#,empleado,universitario,si,si,si,maestria,pesos,"$120,000,000.00","$108,000,099.00",mi empleador,mi empleador,no tengo,no,0,si,39,el,intermedio,no,0,Bogota
1/13/2016 8:28:13,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,70 - 80%,10 - 20%,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,HTML/CSS,empleado,universitario,si,no,si,pregrado,pesos,"$14,688,000.00",$0.00,mi empleador,mi empleador,no tengo,no,1600000,no,23,ella,intermedio,no,0,Medellin
1/13/2016 8:29:23,soy independiente (freelance),"servicio no tecnológico (banca, seguros, contabilidad, etc)",soy independiente,no,60 - 70%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,contratista,ningúno,si,no,si,bachiller,pesos,"$26,400,000.00","$26,400,000.00",yo,yo,no tengo,soy independiente,0,si,30,el,intermedio,no,0,Medellín
1/13/2016 8:31:20,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,Python,empleado,universitario,si,no,si,bachiller,pesos,"$14,400,000.00","$10,800,000.00",mi empleador,mi empleador,no tengo,no,5000000,si,24,el,intermedio,no,0,Medellin
1/13/2016 8:31:33,empresa Colombiana con mercado Colombiano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,0 - 10%,menos de 1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,pesos,"$30,000,000.00","$21,000,000.00",yo,yo,no tengo,si,5000000,no,27,el,intermedio,no,0,Pereira
1/13/2016 8:32:35,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",menos de 1,no,50 - 60%,10 - 20%,10 - 20%,10 - 20%,menos de 1 año,5 - 10 años,Python,contratista,ningúno,no,no,si,bachiller,dolares,"$95,000.00","$16,000.00",yo,yo,no tengo,si,0,si,28,el,avanzado,no,0,Bogotá
1/13/2016 8:34:14,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$44,200,000.00","$44,200,000.00",mi empleador,yo,no tengo,no,0,no,27,el,avanzado,no,0,Medellín
1/13/2016 8:34:18,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,60 - 70%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,Ruby,freelance,ningúno,no,no,no,bachiller,pesos,"$42,000,000.00","$30,000,000.00",yo,yo,no tengo,no,0,no,24,el,intermedio,no,0,Bogotá
1/13/2016 8:34:51,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1 año,Ruby,empleado,universitario,si,no,si,pregrado,pesos,"$24,000,000.00","$12,000,000.00",yo,yo,no tengo,no,0,no,26,ella,intermedio,no,0,Barranquilla
1/13/2016 8:35:35,empresa extranjera,otro,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Transact SQL,empleado,universitario,si,si,si,maestria,pesos,"$65,650,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,si,10000000,si,30,el,avanzado,Japonés,0,Medellín
1/13/2016 8:35:46,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,0 - 10%,2 años,3 - 5 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$46,776,000.00","$46,776,000.00",mi empleador,mi empleador,no tengo,si,5000000,si,24,el,avanzado,no,0,Barrancabermeja
1/13/2016 8:36:02,empresa Colombiana con mercado latinoamericano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$1,500,000.00","$1,500,000.00",mi empleador,mi empleador,no tengo,no,0,no,24,el,intermedio,no,0,Bogota
1/13/2016 8:36:37,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$33,000,000.00","$25,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,26,el,intermedio,no,0,Cali
1/13/2016 8:38:13,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$35,000,000.00","$19,000,000.00",mi empleador,mi empleador,no tengo,si,2000000,no,26,el,avanzado,no,0,medellin
1/13/2016 8:38:32,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,2 años,JavaScript,contratista,ningúno,si,no,si,bachiller,pesos,"$15,000,000.00","$5,000,000.00",yo,yo,no tengo,si,4000000,no,24,el,intermedio,no,0,Bogota 
